time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2007-04-11T19:43:17.000Z,40.2,44.4,5.0,3.5,md,23.0,133.7,,,us,usp000f9f7,2014-11-07T01:32:10.391Z,"1 km NE of Aygek, Armenia",earthquake,,,,,reviewed,nssp,isk
